,소재지,매물특징,계약/전용면적,해당층/총층,입주가능일,융자금,방향,현재업종,추천업종,주차가능여부,총주차대수,난방(방식/연료),용도지역,건축물 용도,주구조,사용승인일,매물번호,매물설명,중개사,중개보수,제목,가격,위도,경도,대지면적,현재용도,추천용도,국토이용,도시계획,건축허가,토지거래허가구역,진입도로,취득세,월관리비,권리금,총사무실수,대지/연면적,건축/전용면적,지상층/지하층,용적률/건폐율,기보증금/월세,총점포수,사용전력,준공인가일
26,광주시 서구 농성동,l 상가 최多매물 l 농성동 트레비체 l 공세권 l 역세권 l 입지 최상,293.08㎡/129.04㎡(전용률44%),1/2층,즉시입주 협의가능,,남향(주된 출입구 기준),-,-,가능,29대,개별난방/-,-,제2종 근린생활시설,-,2022.10.28,2517293011,"⚡ 상가 건물 빌딩 (매매 / 임대) 전문 부동산 ⚡

광주 전역 최다 물건 보유 부동산 입니다.

주저마시고 상담 전화 주세요❗
부동산 정보/투자재테크/법률상식을 제공 드리며,
고객님의 (니즈)에 맞는 물건을 함께 안내드립니다.

⚡에덴공인중개사 정승현 ☎ 010-6639-2244⚡

➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖

➰ 매물 정보 ➰

✅ 상가 분양/매매 (프리미엄 주상복합)

✅ 건축물대장상 1층 / 실제 지상 2층
 
✅ 전용면적 : 39 PY/ 계약면적 : 88.6PY
✅ 매매가 : 12억3천9백만원

✅ 분할가능(분할시 매매가 상담)

✅ 분양.매매 금액의 60~70％ 대출 / 4％대 가능 함. (1금융권) 

✅ 룸(방)수 : 2개
✅ 화장실(욕실) : 화장실 남/여 각 1개 (복도 공용)
✅ 주차 : 자주식 29대

✅ 즉시 입주 가능 
✅ 22년 신축 / 가시성,입지,접근성 최상 
✅ 상무대로 대로변,교통/주차 편리
✅ 인근 상록/발산 근린공원 ,서구청 
✅ 농성역 역세권 도보 3분
 
➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖

❗ 믿을 수 있는 100％ 실제매물/사진(허위매물❌)
❗ 매매 및 임대 물건 접수 환영✌
❗ 아파트, 상가, 사무실 조건에 맞게 찾아드립니다.
❗ 상가모든업종 협의가능
❗ 고객님 편에서 효율적으로 협의 해드립니다.
❗ 제 공간이라는 마음으로 최선을 다하겠습니다.
❗ 언제든 전화 주시면 친절히 상담해 드립니다.","에덴공인중개사사무소톡톡문의길찾기
대표정승현등록번호
소재지
광주광역시 서구 상무연하로 63(치평동),1층
전화062-375-4985,010-6639-2244
최근 3개월 집주인확인 273건
매매170전세3월세356단기0","최대 1,115만 1,000원(VAT 별도)",일반상가1층,"매매12억 3,900(1,397만원/3.3㎡)",35.1540505,126.8887453,,,,,,,,,"약 5,699만 4,000원",0원,,,,,,,-/-,,,
27,광주시 서구 농성동,l 상가 최多매물 l 농성동 트레비체 l 공세권 l 역세권 l 입지 최상,180.43㎡/79.44㎡(전용률44%),B1/2층,즉시입주 협의가능,,남동향(주된 출입구 기준),-,-,가능,29대,개별난방/-,-,제2종 근린생활시설,-,2022.10.28,2517296013,"⚡ 상가 건물 빌딩 (매매 / 임대) 전문 부동산 ⚡

광주 전역 최다 물건 보유 부동산 입니다.

주저마시고 상담 전화 주세요❗
부동산 정보/투자재테크/법률상식을 제공 드리며,
고객님의 (니즈)에 맞는 물건을 함께 안내드립니다.

⚡에덴공인중개사 정승현 ☎ 010-6639-2244⚡

➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖

➰ 매물 정보 ➰

✅ 상가 분양/매매 (프리미엄 주상복합)

✅ 건축물대장상 지하 1층 / 실제 지상 1층
 
✅ 전용면적 : 24PY/ 계약면적 : 54.5PY
✅ 매매가 : 10억7,700만원

✅ 분양.매매 금액의 60~70％ 대출 / 4％대 가능 함. (1금융권) 

✅ 룸(방)수 : 2개
✅ 화장실(욕실) : 화장실 남/여 각 1개 (복도 공용)
✅ 주차 : 자주식 29대

✅ 즉시 입주 가능 
✅ 22년 신축 / 가시성,입지,접근성 최상 
✅ 상무대로 대로변,교통/주차 편리
✅ 인근 상록/발산 근린공원 ,서구청 
✅ 농성역 역세권 도보 3분
 
➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖

❗ 믿을 수 있는 100％ 실제매물/사진(허위매물❌)
❗ 매매 및 임대 물건 접수 환영✌
❗ 아파트, 상가, 사무실 조건에 맞게 찾아드립니다.
❗ 상가모든업종 협의가능
❗ 고객님 편에서 효율적으로 협의 해드립니다.
❗ 제 공간이라는 마음으로 최선을 다하겠습니다.
❗ 언제든 전화 주시면 친절히 상담해 드립니다.","에덴공인중개사사무소톡톡문의길찾기
대표정승현등록번호
소재지
광주광역시 서구 상무연하로 63(치평동),1층
전화062-375-4985,010-6639-2244
최근 3개월 집주인확인 273건
매매170전세3월세356단기0","최대 969만 3,000원(VAT 별도)",일반상가 빌리브 트레비체B1층,"매매10억 7,700(1,973만원/3.3㎡)",35.1540505,126.8887453,,,,,,,,,"약 4,954만 2,000원",0원,,,,,,,-/-,,,
28,광주시 서구 농성동,"실사진, 사무실 추천매물, 에어컨, 무권리, 접근성, 주차편리",282.96㎡/195.04㎡(전용률69%),2/6층,즉시입주,,남동향(주된 출입구 기준),,,가능,12대,-/-,,제2종 근린생활시설,,2012.12.21,2513917458,"안녕하세요 :-)
공인중개사사무소 명백(明白) 입니다.
▨대표자 번호 : 010-4075-4000　김수민 공인중개사
─────── B U I L D I N G───────

▨ 모든업종가능, 추천매물, 도로접, 전면넓음, 접근성우수, 내부깔끔
*방3(홀1) / 화장실(욕실) 1 有
*무권리
─────────ＡＢＬＥ────────
*공인중개사사무소 명백(明白)
▨대표자 번호 : 010-4075-4000　김수민
상단에 광고중인 매물 외에도 매도(임대)인의 요청 등으로 광고하지 못한 다량에 매물을 보유중에 있습니다.

▨공인중개사사무소명백 / 김수민 대표공인중개사","공인중개사사무소명백길찾기
대표김수민등록번호
소재지
광주광역시 북구 설죽로171번길 7 2층 1호
전화062-521-4001,010-4075-4000
최근 3개월 집주인확인 120건
매매10전세0월세286단기0",최대 189만원(VAT 별도),대형사무실2층,"월세2,000/190",35.1525855,126.8897377,,,,,,,,,,25만원,,-,,,,,,,,
29,광주시 서구 농성동,l 농성역대로변 l 2층사무실 에어컨완비 내부깨끗,190.24㎡/166.76㎡(전용률88%),2/6층,즉시입주 협의가능,,남서향(주된 출입구 기준),,,가능,12대,개별난방/-,,업무시설,,2012.12.21,2513340190,"[ 골드클래스공인중개사 매매,임대전문 ]
━━━━━━━━━━━━━━━━━━
🔻 물건 상세 내용 🔻

🔽 l농성역~서구청대로변 l 공간분리 룸3개, 에어컨완비 🔽

✅ 면적 : 전용 166.76㎡ (약50평) / 계약 190.24㎡ (약57.5평)

✅ vat별도 / 관리비25만

✅ 용도 : 업무시설(사무소)

✅ 기타내용
- 룸3개 공강분리
- 각룸,업무공간  에어컨설치됨
- 전층 엘레베이터 / 남.녀화장실별도있음
 
- 전용주차장 완비
- 농성역 도보 5분거리내 위치함
- 전면이 대로변에 위치하여 광고효과 

✅ 입점날짜 : 즉시입주 및 협의가능.

✅ 추천업종 :  사무실추천
  
━━━━━━━━━━━━━━━━━━
▶광주전지역 물건접수 및 상담문의
▶고객의 입장에서 최대한 조건협의해 보겠습니다.

[ 골드클래스부동산 대표 김대권 010-4135-8090 ]
━━━━━━━━━━━━━━━━━━","골드클래스공인중개사사무소길찾기
대표김대권등록번호
소재지
광주광역시 서구 죽봉대로 17 상가103시동 106호(화정동, 광주 화정동 골드클래스 주상복합)
전화010-4135-8090,010-4135-8090
최근 3개월 집주인확인 87건
매매35전세8월세88단기0",최대 189만원(VAT 별도),대형사무실2층,"월세2,000/190",35.1525855,126.8897377,,,,,,,,,,25만원,,-,,,,,,,,
30,광주시 서구 농성동,시스템에어컨 화장실설치 렌탈프리 분할가능 모든업종가 내부깨끗,85.95㎡/82.64㎡(전용률96%),1/3층,즉시입주,시세 대비 30% 미만,남향(주된 출입구 기준),-,-,가능,4대,-/-,-,단독주택,-,2020.05.22,2518852278,"✨아우라공인중개사사무소


🔎 매물정보

✳ 매물위치 : 광주광역시 서구 농성동
✳ 총층/해당층 : 3층/1층
✳ 전용면적 : 약 25평 (82.64m2) 

✳ 보증금 : 1500만원
✳ 월차임 : 90만원 (부가세별도)
✳ 관리비 : 실사용에따른부과

✳ 주차가능대수 : 4대
✳ 방수 : 0
✳ 화장실 : 1 

➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖

🔎 매물특징

🔰 서구청 도보 1분거리
🔰 주변 상권, 편의시설 등 도보 5분 거리 위치
🔰 전지역 매물 보유중, 문의 주세요

➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖

✔ 실제 확인된 매물이며 허위광고❌ 일체 하지않습니다
✔ 의뢰인의 조건에 맞춰 최상의 매물을 찾아드립니다
✔ 의뢰인의 조건에 맞춰 최대한 협의해드리겠습니다
✔ 다양한 데이터를 통해 의뢰인의 시간을 절약해드리겠습니다

부동산은 타이밍입니다
의뢰인의 최선의 선택을 할 수 있도록
아우라공인중개사사무소가 함께 하겠습니다","아우라공인중개사사무소길찾기
대표노윤경등록번호
소재지
광주광역시 광산구 도천동 274-1 1동201호
전화062-956-0077,010-2827-9750
최근 3개월 집주인확인 41건
매매12전세1월세146단기0","최대 94만 5,000원(VAT 별도)",일반상가1층,"월세1,500/90",35.1514101,126.8930637,,,,,,,,,,,,,,,,,,,,
31,광주시 서구 농성동,"내부깨끗,사무실용도,넓은평수,무권리,2층,3층",99.17㎡/99.17㎡(전용률100%),2/4층,즉시입주,,북서향(주된 출입구 기준),-,(선택)안함,불가능,-,개별난방/-,-,제2종 근린생활시설,-,1990.07.25,2513015005,"(매물정보)

*위치: 농성동 지하철역 근처

*보증금:1000만원

*월세:50만원

*권리금,관리비: 없음

 (특징)

2층30평,3층 전용평수 30평이며 3층은 내부에 화장실이 있고
사무실이 두칸으로 나눠져 있습니다.
근처 지하철과 버스정류장이 1분거리에 있어 통근하시기 좋은 위치입니다.

☞모든 고객께 정직하게 정보를 제공하겠습니다
☞실거래가격은 즉시 공개하겠습니다
☞고객님께서 만족하시는 물건을 찾으실 때까지 최선을 다하겠습니다. 전화 주시면 자세한 상담 드립니다.^^





(매물정보)

*위치: 농성동 지하철역 근처
*보증금:1000만원/월세:50만원
*권리금,관리비: 없음
*욕실또는 화장실 갯수 
3층 : 상가내부화장실/2층:남,여공용화장실

 (특징)

2층 30평/3층 30평
3층은 내부에 화장실이 있고 사무실이 두칸으로 나눠져 있습니다.
근처 지하철과 버스정류�","무지개공인중개사사무소길찾기
대표송민정등록번호
소재지
광주광역시 서구 금호동 742 1
전화010-3618-4127,010-3618-4127
최근 3개월 집주인확인 9건
매매10전세1월세20단기0",최대 54만원(VAT 별도),일반상가2층,"월세1,000/50",35.1501381,126.8940883,,,,,,,,,,,,,,,,,,,,
32,광주시 남구 월산동,"역세권,아파트밀집지역,주변상권 발전상승추세,리모델링필요",,,즉시입주,,북동향(주된 출입구 기준),,,,-,개별난방/-,-,제1종 근린생활시설,-,1986.06.24,2518312010,"1.역세권;돌고개역 도보 2분거리
2.아파트 밀집지역
 유보라 889세대,월산우방아이유쉘 281세대
 덕림제일파크 312세대,힐스테이트 월산아파트 741세대
3.주변상권 발전 상승추세
4.매매가 조정가
<중개대상물의 표시 · 광고 명시사항 관련정보>
개설등록번호 :29170202300103
입주가능일 :즉시입주
방향기준 :주출입구
방수 : 0개 욕실수 : 0개
건축물용도 :제1종 근린생활시설
사용승인일 :19860624","굿딜(Good deal)
대표조성남등록번호
소재지
광주광역시 북구 양산동 808
전화010-3611-7411,010-3611-7411","최대 1,350만원(VAT 별도)",상가건물B1~3층,"매매15억(2,027만원/3.3㎡)",35.1506732,126.8968188,,-,-,,,,,,"약 6,900만원",,,,244.6㎡/497.84㎡,124.46㎡/-㎡,3/B1층,203.5/50.9%,"3,000/90만원",-,-,
33,광주시 남구 월산동,"돌고개지하철역접,전 한방병원운영,올리모델링 첫입주",,,2023년 10월 20일 협의가능,시세 대비 30% 미만,북서향(주된 출입구 기준),,,,-,개별난방/-,-,의료시설,-,1985.02.06,2517066757,"<중개대상물의 표시 · 광고 명시사항 관련정보>
개설등록번호 :29155202200015
입주가능일 :20231020
방향기준 :현관
방수 : 0개 욕실수 : 0개
건축물용도 :의료시설
사용승인일 :19850206","돌고개공인중개사사무소
대표차종천등록번호
소재지
광주광역시 남구 월산동 1065
전화010-2719-5100,010-2719-5100",최대 990만원(VAT 별도),빌딩B1~4층,"월세1억/1,000",35.1510855,126.8961804,,-,-,,,,,,,-,,,330.6㎡/994.49㎡,-㎡/-㎡,4/B1층,300.8/-%,,-,-,
34,광주시 남구 월산동,"l 반도유보라 대로변1층상가 l 유동인구,광고효과최상 모든근린업종가능",75.88㎡/36.66㎡(전용률48%),B1/B1층,즉시입주 협의가능,,북향(주된 출입구 기준),-,-,가능,1대,개별난방/-,-,제2종 근린생활시설,-,2022.03.31,2515786037,"[ 골드클래스공인중개사 매매,임대전문 ]
━━━━━━━━━━━━━━━━━━
🔻 물건 상세 내용 🔻

🔽 월산동 반도유보라 근린상가 1층 🔽 

✅ 면적 : 전용 36.66㎡ (약11py)

✅ 근린생활시설

✅ 대로변위치함 / 유동인구 광고효과최상

✅ 기타내용
- 상가전용 남.녀화장실별도있음
- 상가 전용주차장 완비
- 시비권 : 현공실로 시비권없음 

✅ 입점날짜 : 즉시입주 및 협의가능.

✅ 추천업종 : 프랜차이즈,판매점,뷰티,사무실 등 모든근린업종가능   
 

━━━━━━━━━━━━━━━━━━
▶광주전지역 물건접수 및 상담문의
▶고객의 입장에서 최대한 조건협의해 보겠습니다.

[ 골드클래스부동산 대표 김대권 010-4135-8090 ]
━━━━━━━━━━━━━━━━━━","골드클래스공인중개사사무소길찾기
대표김대권등록번호
소재지
광주광역시 서구 죽봉대로 17 상가103시동 106호(화정동, 광주 화정동 골드클래스 주상복합)
전화010-4135-8090,010-4135-8090
최근 3개월 집주인확인 87건
매매35전세8월세88단기0",최대 135만원(VAT 별도),복합상가B1층,"월세3,000/120",35.1508486,126.8981813,,,,,,,,,,8만원,,,,,,,,,,
35,광주시 남구 월산동,돌고개역대로변 광고효과좋음 모든업종가 공실,78.73㎡/38.07㎡(전용률48%),1/1층,즉시입주,없음,북향(주된 출입구 기준),공실,(선택)안함,가능,1대,개별난방/-,-,제2종 근린생활시설,-,2022.03.31,2517293538,"돌고개역대로변 광고효과좋음 모든업종가 공실 

<중개대상물의 표시 · 광고 명시사항 관련정보>
개설등록번호 :29155-2021-00081
입주가능일 :즉시입주
방향기준 :출입구문
방수 : 0개 욕실수 : 0개
건축물용도 :제2종 근린생활시설
사용승인일 :20220331","반도유보라스마일공인중개사사무소길찾기
대표김은미등록번호
소재지
광주광역시 남구 월산동 1065 반도유보라단지내 상가 c동 3호
전화062-651-5885,010-4748-2267
최근 3개월 집주인확인 39건
매매40전세1월세6단기0",최대 126만원(VAT 별도),단지내상가1층,"월세3,000/110",35.1508486,126.8981813,,,,,,,,,,7만원,,,,,,,,,,
36,광주시 남구 월산동,"1층도로변 광고효과,창고사무실등 모든업종가능.쉴수있는방있음.수도시설",46.06㎡/46.06㎡(전용률100%),1/4층,즉시입주,,북향(주된 출입구 기준),없음,"사무실,창고,모든업종",불가능,-,개별난방/-,-,판매시설,-,1990.07.10,2515072452,"★ 아파트889세대 인근 1층상가
★ 2차선도로앞 광고효과좋음
★ 2차선도로 맞은편 병의원위치
★ 창고,사무실등 모든업종가능
 전기 수도등은 실사용량에 따라 부과됨","1등제니스단지내부동산공인중개사사무소
대표이혜정등록번호
소재지
광주광역시 북구 유동길 46 204동 3-104호
전화010-5711-8991","최대 29만 7,000원(VAT 별도)",일반상가1층,월세500/40,35.1518092,126.8999569,,,,,,,,,,0원,없음,,,,,,,,,
37,광주시 남구 월산동,"사진有, 승강기有, 지하철역앞, 주차가능, 단독층사용, 조명,천장마감",442.42㎡/396.69㎡(전용률90%),6/9층,즉시입주,,서향(주된 출입구 기준),-,"사무실, 교육장, 공유오피스",가능,17대,-/-,-,제2종 근린생활시설,-,1988.09.19,2519395770,"매물번호 불러주시면 빠른상담가능합니다↑
―――――――――――――――

■ 광주 상가/사무실/ 전문 메리트 ■
🙋 소속공인중개사 김정화  
 ☎ 010-2790-7810 
―――――――――――――――

 👀 매 물 특 징 👀
📌 단독층 사용으로 독립성보장
📌 승강기有, 건물내주차가능
📌 천장마감/ 구획되어 있어 시설비 절감
📌 방수: 1개/ 욕실수: 2개 
📌 관리비 : 50만원(공용)+실비부과
📌 위반건축물 여부 :  해당없음
📌 추천업종 :  사무실, 교육장, 공유오피스 

* 해당면적은 의뢰인 설명에 의해 작성하였으며, 실측 시 일부 차이라 있을 수 있습니다
―――――――――――――――――――

✅  메리트부동산이 하면 다릅니다  ✅
🔹 현장방문, 시설점검 후 안내합니다
🔹 매물을 영상을 통해 확인할 수 있습니다
🔹 매물접수/ 매물상담 언제나 환영❗
―――――――――――――

🙋소속공인중개사 김정화  
 ☎  010-2790-7810","메리트공인중개사사무소길찾기
대표김홍식등록번호
소재지
광주 서구 쌍촌동 1199-2
전화062-400-1207,010-2790-7810
최근 3개월 집주인확인 27건
매매0전세0월세49단기0",최대 198만원(VAT 별도),일반상가6층,"월세5,000/170",35.1511206,126.8970333,,,,,,,,,,50만원,,,,,,,,,,
38,광주시 남구 월산동,"모든업종가능, 교차로코너빌딩, 내부깔끔, 광고효과, 접근성,주차장보유",525.12㎡/479.3㎡(전용률91%),1/9층,즉시입주,,북서향(주된 출입구 기준),-,-,불가능,-,-/-,-,제2종 근린생활시설,-,1988.09.19,2515391562,"안녕하세요 :-)
공인중개사사무소 명백(明白) 입니다.
▨대표자 번호 : 010-4075-4000　김수민 공인중개사
─────── B U I L D I N G───────

▨ 모든업종가능, 추천매물, 도로접, 전면넓음, 접근성우수, 내부깔끔
*방3(홀1) / 화장실(욕실) 1 有
*무권리
─────────ＡＢＬＥ────────
*공인중개사사무소 명백(明白)
▨대표자 번호 : 010-4075-4000　김수민
상단에 광고중인 매물 외에도 매도(임대)인의 요청 등으로 광고하지 못한 다량에 매물을 보유중에 있습니다.

▨공인중개사사무소명백 / 김수민 대표공인중개사","공인중개사사무소명백길찾기
대표김수민등록번호
소재지
광주광역시 북구 설죽로171번길 7 2층 1호
전화062-521-4001,010-4075-4000
최근 3개월 집주인확인 120건
매매10전세0월세286단기0",최대 765만원(VAT 별도),일반상가1층,월세1억/750,35.1511206,126.8970333,,,,,,,,,,80만원,,,,,,,,,,
39,광주시 남구 월산동,"역세권, 무권리, 모든업종가능, 단독층사용, 옥외주차장, 추천매물",442.42㎡/396.6㎡(전용률90%),6/9층,즉시입주,,북서향(주된 출입구 기준),-,-,불가능,-,-/-,-,업무시설,-,1988.09.19,2514139539,"안녕하세요 :-)
공인중개사사무소 명백(明白) 입니다.
▨대표자 번호 : 010-4075-4000　김수민 공인중개사
─────── B U I L D I N G───────

▨ 모든업종가능, 추천매물, 도로접, 전면넓음, 접근성우수, 내부깔끔
*방1(홀1) / 화장실(욕실) 1 有
*무권리
─────────ＡＢＬＥ────────
*공인중개사사무소 명백(明白)
▨대표자 번호 : 010-4075-4000　김수민
상단에 광고중인 매물 외에도 매도(임대)인의 요청 등으로 광고하지 못한 다량에 매물을 보유중에 있습니다.

▨공인중개사사무소명백 / 김수민 대표공인중개사","공인중개사사무소명백길찾기
대표김수민등록번호
소재지
광주광역시 북구 설죽로171번길 7 2층 1호
전화062-521-4001,010-4075-4000
최근 3개월 집주인확인 120건
매매10전세0월세286단기0",최대 225만원(VAT 별도),일반상가6층,"월세5,000/200",35.1511206,126.8970333,,,,,,,,,,60만원,,,,,,,,,,
40,광주시 남구 월산동,돌고개역 도보 1분거리주차편리대평사무실룸3개 탕비실,442.42㎡/396.69㎡(전용률90%),6/9층,즉시입주,,서향(주된 출입구 기준),공실(빈점포),"사무소, 쇼핑몰 등",가능,-,-/-,-,제2종 근린생활시설,-,1998.09.19,2514738046,"●매물정보●
※소재지 : 월산동 돌고개역
※보증금/월세 : 3000만원 / 170만원
※면적 : 396.69㎡ (구. 120평)
※형태 : 공실
※용도 : 근린생활시설(사무소)
※관리비 : 평당 :5,000원
※총주차 : 0대(옆 공터 주차가능. 2층까지 소형자동차 주차가능 기계식주차장)
※시비권 : 없음
※방3개 , 화장실 : 내부 남녀분리 화장실 1개


현재 이 외에도 다양한 좋은조건에 물건들을 다량보유하고 있습니다* * *
광주부동산마켓 공인중개사
https://gwangju4989.com/

♠ 광주부동산마켓부동산중개 사무소 ♠ 
* 고객님의 조건에 딱 맞는 맞춤 컨설팅을 해드리겠습니다!","광주부동산마켓부동산중개
대표강형득등록번호
소재지
광주광역시 북구 용봉동 159-10
전화010-8613-7745,010-8613-7745",최대 180만원(VAT 별도),일반상가6층,"월세3,000/170",35.1511206,126.8970333,,,,,,,,,,,,,,,,,,,,
41,광주시 남구 월산동,돌고개역 도보1분거리 모든용도가 주차장 별도완비,442.42㎡/442.42㎡(전용률100%),6/9층,즉시입주,,남서향(주된 출입구 기준),,,가능,-,-/-,,제1종 근린생활시설,,1988.09.19,2514501431,"돌고개역 도보1분거리 / 모든용도가 / 주차장 별도완비 

-------------------------------------------------------------------------

상가전문 스카이원공인중개사 사무소
대표공인중개사 김철중
편하게 문의주세요 ☎010-3153-3382

◆매물정보◆
▶ 전기,수도 실사용량 납부
▶ 방개수 :  0개  , 욕실개수 : 2개
▶ 상가,사무실 전문으로 광주전역 물건의뢰 가능합니다.
▶ 고객의 입장에서 최대한 조건협의해 보겠습니다.


스카이원 공인중개사는 상가,사무실,건물,토지 전문 중개사입니다.
광주전역 매물 보유중이며 원하시는 매물 있으시면
바로찾아드리겠습니다

스카이원 공인중개사 대표 김철중 010-3153-3382

-------------------------------------------------------------------------","스카이원공인중개사무소길찾기
대표김철중등록번호
소재지
광주광역시 서구 내방로251번길 9 110호 (쌍촌동, 광명하이츠타운)
전화010-3153-3382,010-3153-3382
매매37전세0월세57단기0",최대 180만원(VAT 별도),대형사무실6층,"월세3,000/170",35.1511206,126.8970333,,,,,,,,,,-,,-,,,,,,,,
42,광주시 남구 월산동,농성역구서부서 사거리 도보 5분투자 최적앞대지와 공동 매도함,,,,시세 대비 30% 이상,,,,,,,제2종일반주거지역,,,,2513209531,"★MBC방송국 인접하며,도시지역,2종일반주거지역입니다.
★건축 가능한 전이며,버스정류장까지 도보로 3분거리에 위치하여
 전원주택및 주택과작업실등 다양하게 활용가능합니다.
★바로인접한 대지와 공동으로 매매합니다.
★가격 조정이 가능하므로 연락주십시요.","아델리움공인중개사
대표오종민등록번호
소재지
광주광역시 북구 용봉동 1478 상가동 104호
전화062-234-5085,010-3627-2675",최대 697만 500원(VAT 별도),대,"매매7억 7,450(450만원/3.3㎡)",35.1494363,126.9001179,569㎡,전,"다가구,다세대주택,카페",-,-,-,-,있음,"약 3,562만 7,000원",,,,,,,,,,,
43,광주시 남구 월산동,건물있음투자최적뒤편 전과 동시매매농성역 사거리 도보5분,,,,,,,,,,,제2종일반주거지역,,,,2513209541,"★도시지역,2종일반주거지역으로 MBC방송국뒤쪽에 위치합니다.
★주변 개발 진행중이며 향후 예측이 좋습니다.
★건물이 있으며 다양한건물 신축에 적합합니다.
★뒤에 맞닿은 전과함께 매수하면 폭넓은 건축이 가능합니다.
★가격조정이 가능합니다.","아델리움공인중개사
대표오종민등록번호
소재지
광주광역시 북구 용봉동 1478 상가동 104호
전화062-234-5085,010-3627-2675",최대 147만 149원(VAT 별도),대,"매매1억 6,335(450만원/3.3㎡)",35.1494363,126.9001179,120㎡,대지(2층건물),"주택,건설부지",-,-,-,-,있음,"약 751만 4,100원",,,,,,,,,,,
44,광주시 남구 월산동,"모든업종가능, 대단지주변, 유동인구多, 접근성, 도로변, 강력추천매물",198.3㎡/165.2㎡(전용률83%),2/2층,즉시입주,,동향(주된 출입구 기준),-,-,가능,8대,-/-,-,제1종 근린생활시설,-,2014.04.02,2518097084,"안녕하세요 :-)
공인중개사사무소 명백(明白) 입니다.
▨대표자 번호 : 010-4075-4000　김수민 공인중개사
─────── B U I L D I N G───────

▨ 모든업종가능, 추천매물, 도로접, 전면넓음, 접근성우수, 내부깔끔
*방1(홀1) / 화장실(욕실) 1 有
*무권리
─────────ＡＢＬＥ────────
*공인중개사사무소 명백(明白)
▨대표자 번호 : 010-4075-4000　김수민
상단에 광고중인 매물 외에도 매도(임대)인의 요청 등으로 광고하지 못한 다량에 매물을 보유중에 있습니다.

▨공인중개사사무소명백 / 김수민 대표공인중개사","공인중개사사무소명백길찾기
대표김수민등록번호
소재지
광주광역시 북구 설죽로171번길 7 2층 1호
전화062-521-4001,010-4075-4000
최근 3개월 집주인확인 120건
매매10전세0월세286단기0",최대 144만원(VAT 별도),일반상가2층,"월세2,000/140",35.1493179,126.8973284,,,,,,,,,,,,,,,,,,,,
45,광주시 남구 월산동,월산동 2층 네일샵,86.58㎡/86.58㎡(전용률100%),2/5층,즉시입주,,동향(주된 출입구 기준),-,-,불가능,-,-/-,-,제2종 근린생활시설,-,1990.07.31,2519007346,"보증금500만원/월세60만원 시비있음
✅️전용 86.58㎡(26평) 


⭐구해줘공인중개사사무소
⭐대표: 김태양 ㅣ ⭐연락처: 062-655-4777 
⭐광주 서구 쌍촌동 1004-26
⭐등록번호: 제 29140-2024-00020호

✅️ 주소 : 광주 남구 월산동 
✅️ 매물종류/거래형태 : 2층 이상 상가/월세 
✅️ 가격 : 보증금500만원/월세60만원 
✅️ 면적 : 전용 86.58㎡(26평) 
✅️ 관리비 (사용료): 실사용량에 따라 다름
✅️ 층수 : 현재층 : 2층 / 총층 : 5층 
✅️ 방향 : 동향 (주된 출입구 기준) 
✅️ 주차가능여부 : 불가능 
✅️ 입주가능일 : 즉시입주 
✅️ 사용승인일 :1990-07-31 
✅️ 건축물용도 : 기타사무소","구해줘공인중개사사무소길찾기
대표김태양등록번호
소재지
광주 서구 운천로172번길 37-1 1층
전화062-655-4777,010-8864-4679
최근 3개월 집주인확인 21건
매매25전세16월세198단기0","최대 58만 5,000원(VAT 별도)",일반상가2층,월세500/60,35.1486775,126.8976771,,,,,,,,,,,,,,,,,,,,
46,광주시 남구 월산동,힐스테이트 월산 아파트 줄입구 인근 네일아트샴,86.58㎡/86.58㎡(전용률100%),2/5층,즉시입주,,동향(주된 출입구 기준),네일아트,-,불가능,-,개별난방/도시가스,-,제2종 근린생활시설,-,1990.07.31,2517191939,"농셩역에서 가까운 네일아트샵, 
2층전체 사용
주변에 아파트단지 밀집해있슴.
내부 룸2개, 패디1개","대승공인중개사사무소
대표기정균등록번호
소재지
광주 남구 월산동 123동 201호
전화010-2638-7523,010-2638-7523","최대 49만 5,000원(VAT 별도)",일반상가2층,월세500/50,35.1486775,126.8976771,,,,,,,,,,0.0001만원,"2,000만원",,,,,,,,,
47,광주시 남구 월산동,-,89.26㎡/85.95㎡(전용률96%),1/3층,2024년 11월 1일 협의가능,,남서향(주된 출입구 기준),,,가능,1대,개별난방/-,,단독주택,,2018.01.18,2517347899,"▶내부깨끗,주차편리,내부화장실,탕비실
 -보증금,월세 조정가
 -권리금 없음
<중개대상물의 표시 · 광고 명시사항 관련정보>
개설등록번호 :29155201700054
입주가능일 :20241101
방향기준 :출입문
건축물용도 :단독주택
사용승인일 :20180118","부동산1번지(1)공인중개사사무소
대표정미양등록번호
소재지
광주광역시 남구 월산동 958-3
전화010-2663-1592,010-2663-1592",최대 108만원(VAT 별도),일반사무실1층,"월세1,000/110",35.1481862,126.9051551,,,,,,,,,,-,,-,,,,,,,,
